G1;G2;|G1|;|G2|;Coeff Vars;Coeff Lits;
 [i('$VAR'(10),'$VAR'(2)),h('$VAR'(7),'$VAR'(6),'$VAR'(10)),i('$VAR'(9),'$VAR'(7)),f('$VAR'(10)),g('$VAR'(9),'$VAR'(4)),i('$VAR'(5),'$VAR'(2)),i('$VAR'(1),'$VAR'(1)),g('$VAR'(10),'$VAR'(6)),f('$VAR'(8)),i('$VAR'(4),'$VAR'(2)),h('$VAR'(1),'$VAR'(2),'$VAR'(8)),g('$VAR'(4),'$VAR'(3)),h('$VAR'(10),'$VAR'(9),'$VAR'(1)),g('$VAR'(7),'$VAR'(9)),f('$VAR'(9)),g('$VAR'(10),'$VAR'(1))]; [g(S,'$VAR'(15)),i(S,'$VAR'(11)),f('$VAR'(17)),h(T,'$VAR'(12),'$VAR'(11)),i('$VAR'(16),'$VAR'(13)),i('$VAR'(15),'$VAR'(14)),i(R,'$VAR'(15)),f('$VAR'(17)),h(S,'$VAR'(14),'$VAR'(15)),i('$VAR'(13),'$VAR'(12)),f('$VAR'(12)),g('$VAR'(13),'$VAR'(17)),g('$VAR'(16),'$VAR'(16)),h(S,'$VAR'(12),'$VAR'(16)),h('$VAR'(11),'$VAR'(17),R),i('$VAR'(16),R),g('$VAR'(13),S)];16;17;3628800;3110400;
 [g('$VAR'(2),'$VAR'(3)),i('$VAR'(9),'$VAR'(7)),f('$VAR'(7)),i('$VAR'(1),'$VAR'(10)),i('$VAR'(8),'$VAR'(6)),h('$VAR'(1),'$VAR'(3),'$VAR'(5)),h('$VAR'(3),'$VAR'(3),'$VAR'(5)),i('$VAR'(3),'$VAR'(5)),g('$VAR'(1),'$VAR'(3)),i('$VAR'(2),'$VAR'(9)),f('$VAR'(10)),f('$VAR'(3)),g('$VAR'(9),'$VAR'(2)),i('$VAR'(8),'$VAR'(8)),g('$VAR'(6),'$VAR'(10)),f('$VAR'(7))]; [i('$VAR'(15),T),f('$VAR'(12)),i(R,'$VAR'(14)),f('$VAR'(15)),h(S,'$VAR'(16),'$VAR'(13)),i('$VAR'(14),T),h('$VAR'(11),'$VAR'(14),'$VAR'(15)),h('$VAR'(16),'$VAR'(17),'$VAR'(14)),g('$VAR'(11),'$VAR'(16)),g(S,T),h('$VAR'(16),'$VAR'(14),'$VAR'(17)),g('$VAR'(15),S),g('$VAR'(15),'$VAR'(17)),h('$VAR'(11),S,S),g('$VAR'(16),'$VAR'(13)),i(R,'$VAR'(17)),g('$VAR'(13),'$VAR'(17)),h('$VAR'(16),'$VAR'(15),R)];16;18;3628800;2592000;
 [g('$VAR'(5),'$VAR'(3)),i('$VAR'(4),'$VAR'(5)),h('$VAR'(7),'$VAR'(6),'$VAR'(3)),f('$VAR'(3)),f('$VAR'(2)),g('$VAR'(1),'$VAR'(10)),f('$VAR'(6)),f('$VAR'(4)),h('$VAR'(9),'$VAR'(3),'$VAR'(1)),f('$VAR'(2)),f('$VAR'(5)),f('$VAR'(4)),h('$VAR'(3),'$VAR'(8),'$VAR'(5)),f('$VAR'(3)),i('$VAR'(6),'$VAR'(1))]; [g('$VAR'(16),S),i('$VAR'(16),'$VAR'(16)),i(S,'$VAR'(12)),g('$VAR'(11),R),f('$VAR'(15)),g('$VAR'(13),S),i('$VAR'(17),'$VAR'(16)),f('$VAR'(11)),f('$VAR'(14)),i('$VAR'(13),'$VAR'(13)),f('$VAR'(13)),h(R,'$VAR'(12),'$VAR'(12)),i('$VAR'(15),'$VAR'(16)),i('$VAR'(15),R),h(R,'$VAR'(11),S),f('$VAR'(17)),i('$VAR'(11),S)];15;17;3628800;2419200;
 [i('$VAR'(10),'$VAR'(6)),h('$VAR'(5),'$VAR'(1),'$VAR'(8)),f('$VAR'(2)),g('$VAR'(3),'$VAR'(7)),f('$VAR'(3)),h('$VAR'(1),'$VAR'(5),'$VAR'(9)),h('$VAR'(10),'$VAR'(6),'$VAR'(4)),f('$VAR'(3)),h('$VAR'(1),'$VAR'(4),'$VAR'(9)),i('$VAR'(2),'$VAR'(8)),i('$VAR'(7),'$VAR'(8)),g('$VAR'(6),'$VAR'(9)),f('$VAR'(10)),i('$VAR'(9),'$VAR'(7)),f('$VAR'(9)),g('$VAR'(9),'$VAR'(4))]; [f('$VAR'(12)),i(R,'$VAR'(17)),f('$VAR'(13)),f('$VAR'(11)),i('$VAR'(14),R),g('$VAR'(14),'$VAR'(15)),i('$VAR'(14),'$VAR'(15)),g(R,'$VAR'(14)),f('$VAR'(11)),g('$VAR'(12),'$VAR'(14)),i('$VAR'(16),'$VAR'(11)),f('$VAR'(16)),f('$VAR'(14)),i('$VAR'(16),'$VAR'(14)),h('$VAR'(16),S,'$VAR'(15))];16;15;3628800;2073600;
 [h('$VAR'(1),'$VAR'(9),'$VAR'(1)),f('$VAR'(8)),i('$VAR'(10),'$VAR'(4)),g('$VAR'(5),'$VAR'(7)),h('$VAR'(10),'$VAR'(1),'$VAR'(7)),f('$VAR'(2)),i('$VAR'(5),'$VAR'(6)),h('$VAR'(6),'$VAR'(5),'$VAR'(10)),f('$VAR'(5)),f('$VAR'(2)),g('$VAR'(9),'$VAR'(3)),i('$VAR'(7),'$VAR'(8)),i('$VAR'(8),'$VAR'(5)),f('$VAR'(6)),h('$VAR'(3),'$VAR'(5),'$VAR'(9)),i('$VAR'(1),'$VAR'(8)),i('$VAR'(9),'$VAR'(8)),h('$VAR'(3),'$VAR'(6),'$VAR'(9))]; [g('$VAR'(12),'$VAR'(16)),i(S,T),f('$VAR'(14)),i('$VAR'(11),'$VAR'(14)),h('$VAR'(15),T,'$VAR'(11)),f(T),i('$VAR'(14),'$VAR'(11)),h('$VAR'(11),'$VAR'(11),'$VAR'(15)),f('$VAR'(16)),h('$VAR'(17),R,'$VAR'(13)),h(T,'$VAR'(14),'$VAR'(12)),i('$VAR'(11),'$VAR'(14)),i('$VAR'(15),'$VAR'(14)),g('$VAR'(15),'$VAR'(15))];18;14;3628800;2073600;
 [f('$VAR'(5)),g('$VAR'(3),'$VAR'(4)),f('$VAR'(8)),h('$VAR'(9),'$VAR'(7),'$VAR'(9)),i('$VAR'(7),'$VAR'(6)),g('$VAR'(7),'$VAR'(1)),f('$VAR'(4)),h('$VAR'(8),'$VAR'(2),'$VAR'(4)),f('$VAR'(2)),i('$VAR'(2),'$VAR'(7)),i('$VAR'(3),'$VAR'(4)),g('$VAR'(5),'$VAR'(3)),f('$VAR'(6)),g('$VAR'(6),'$VAR'(3)),h('$VAR'(6),'$VAR'(3),'$VAR'(7))]; [i('$VAR'(16),'$VAR'(15)),g('$VAR'(16),'$VAR'(17)),f('$VAR'(12)),i(R,'$VAR'(16)),g('$VAR'(16),'$VAR'(11)),f('$VAR'(16)),f(R),f('$VAR'(17)),f('$VAR'(11)),i('$VAR'(14),'$VAR'(15)),i('$VAR'(17),'$VAR'(15)),i('$VAR'(15),'$VAR'(16)),h('$VAR'(14),'$VAR'(17),'$VAR'(13)),h(S,'$VAR'(11),'$VAR'(17)),i('$VAR'(15),'$VAR'(15)),i(S,'$VAR'(12)),f('$VAR'(17))];15;17;362880;2073600;
 [f('$VAR'(8)),f('$VAR'(4)),g('$VAR'(9),'$VAR'(6)),g('$VAR'(1),'$VAR'(1)),g('$VAR'(6),'$VAR'(9)),f('$VAR'(5)),h('$VAR'(10),'$VAR'(6),'$VAR'(7)),i('$VAR'(10),'$VAR'(2)),i('$VAR'(1),'$VAR'(5)),f('$VAR'(4)),f('$VAR'(5)),h('$VAR'(4),'$VAR'(8),'$VAR'(7)),h('$VAR'(7),'$VAR'(4),'$VAR'(5)),h('$VAR'(10),'$VAR'(8),'$VAR'(10)),f('$VAR'(2)),f('$VAR'(1))]; [g('$VAR'(14),S),h(S,'$VAR'(11),'$VAR'(11)),i(S,'$VAR'(15)),h('$VAR'(16),S,'$VAR'(14)),h('$VAR'(13),'$VAR'(11),'$VAR'(15)),f('$VAR'(16)),i(R,'$VAR'(15)),g('$VAR'(15),S),g('$VAR'(13),'$VAR'(13)),g('$VAR'(12),T),i('$VAR'(15),'$VAR'(15)),f('$VAR'(16)),i('$VAR'(11),R),f(R),g(R,'$VAR'(17)),g('$VAR'(15),'$VAR'(12)),f('$VAR'(13)),f('$VAR'(17))];16;18;3628800;1814400;
 [i('$VAR'(5),'$VAR'(2)),g('$VAR'(9),'$VAR'(10)),i('$VAR'(9),'$VAR'(10)),h('$VAR'(6),'$VAR'(4),'$VAR'(2)),g('$VAR'(9),'$VAR'(7)),f('$VAR'(3)),f('$VAR'(4)),g('$VAR'(3),'$VAR'(9)),f('$VAR'(6)),i('$VAR'(3),'$VAR'(6)),f('$VAR'(9)),f('$VAR'(1)),g('$VAR'(9),'$VAR'(10)),g('$VAR'(7),'$VAR'(7)),i('$VAR'(2),'$VAR'(1))]; [f('$VAR'(12)),f('$VAR'(12)),g('$VAR'(13),R),g('$VAR'(13),S),g(S,T),i(R,S),g(S,'$VAR'(11)),g('$VAR'(11),'$VAR'(16)),i(R,'$VAR'(12)),h(S,'$VAR'(14),'$VAR'(11)),i('$VAR'(15),'$VAR'(14)),g('$VAR'(15),'$VAR'(15)),i('$VAR'(17),T),h('$VAR'(14),'$VAR'(11),R),g('$VAR'(14),'$VAR'(16)),i('$VAR'(14),R)];15;16;3628800;1728000;
 [g('$VAR'(4),'$VAR'(1)),i('$VAR'(4),'$VAR'(1)),i('$VAR'(6),'$VAR'(1)),g('$VAR'(4),'$VAR'(5)),f('$VAR'(1)),h('$VAR'(6),'$VAR'(7),'$VAR'(10)),h('$VAR'(5),'$VAR'(10),'$VAR'(8)),h('$VAR'(9),'$VAR'(1),'$VAR'(1)),f('$VAR'(1)),i('$VAR'(4),'$VAR'(8)),i('$VAR'(7),'$VAR'(6)),h('$VAR'(10),'$VAR'(10),'$VAR'(7)),g('$VAR'(6),'$VAR'(7)),h('$VAR'(6),'$VAR'(3),'$VAR'(7)),h('$VAR'(2),'$VAR'(3),'$VAR'(8)),f('$VAR'(1)),f('$VAR'(5)),h('$VAR'(1),'$VAR'(5),'$VAR'(1))]; [h('$VAR'(12),'$VAR'(15),'$VAR'(15)),g('$VAR'(15),'$VAR'(12)),g('$VAR'(14),R),h(S,R,R),f('$VAR'(16)),g('$VAR'(15),'$VAR'(15)),f(S),f('$VAR'(12)),f('$VAR'(11)),g('$VAR'(15),'$VAR'(14)),i(R,'$VAR'(13)),g('$VAR'(15),'$VAR'(14)),i('$VAR'(17),T),h('$VAR'(12),'$VAR'(11),S),i('$VAR'(15),R),f('$VAR'(16)),f('$VAR'(14))];18;17;3628800;1658880;
 [h('$VAR'(6),'$VAR'(4),'$VAR'(1)),h('$VAR'(4),'$VAR'(6),'$VAR'(3)),h('$VAR'(7),'$VAR'(9),'$VAR'(4)),i('$VAR'(1),'$VAR'(3)),f('$VAR'(5)),g('$VAR'(5),'$VAR'(1)),f('$VAR'(7)),g('$VAR'(6),'$VAR'(2)),g('$VAR'(1),'$VAR'(3)),i('$VAR'(1),'$VAR'(3)),f('$VAR'(7)),i('$VAR'(6),'$VAR'(2)),f('$VAR'(6)),i('$VAR'(9),'$VAR'(3))]; [i(T,'$VAR'(13)),g('$VAR'(12),'$VAR'(11)),g('$VAR'(16),'$VAR'(12)),h('$VAR'(17),'$VAR'(15),T),h('$VAR'(14),'$VAR'(11),'$VAR'(17)),f(R),i('$VAR'(13),'$VAR'(15)),h('$VAR'(16),S,'$VAR'(13)),i(R,S),i(T,'$VAR'(16)),h('$VAR'(13),S,S),i('$VAR'(12),'$VAR'(13)),h('$VAR'(13),S,'$VAR'(12)),f('$VAR'(12)),g('$VAR'(15),'$VAR'(17)),f(R),g('$VAR'(16),'$VAR'(13))];14;17;1814400;1658880;
 [h('$VAR'(1),'$VAR'(4),'$VAR'(5)),h('$VAR'(4),'$VAR'(10),'$VAR'(3)),f('$VAR'(4)),g('$VAR'(2),'$VAR'(3)),f('$VAR'(2)),h('$VAR'(8),'$VAR'(6),'$VAR'(7)),i('$VAR'(6),'$VAR'(7)),i('$VAR'(9),'$VAR'(5)),f('$VAR'(3)),g('$VAR'(8),'$VAR'(3)),i('$VAR'(10),'$VAR'(1)),h('$VAR'(3),'$VAR'(2),'$VAR'(4)),g('$VAR'(9),'$VAR'(6)),i('$VAR'(4),'$VAR'(9))]; [g('$VAR'(16),S),g('$VAR'(14),S),i(T,'$VAR'(15)),f('$VAR'(11)),g('$VAR'(16),'$VAR'(12)),i('$VAR'(15),R),h(R,'$VAR'(14),'$VAR'(16)),i('$VAR'(15),S),g(S,'$VAR'(11)),f('$VAR'(13)),i(R,'$VAR'(16)),g('$VAR'(16),'$VAR'(14)),i('$VAR'(13),T),h(R,'$VAR'(16),'$VAR'(16)),h('$VAR'(15),'$VAR'(12),'$VAR'(12)),h('$VAR'(11),'$VAR'(13),'$VAR'(17)),f('$VAR'(12)),i(S,'$VAR'(15))];14;18;3628800;1555200;
 [h('$VAR'(8),'$VAR'(9),'$VAR'(10)),h('$VAR'(2),'$VAR'(9),'$VAR'(1)),f('$VAR'(3)),h('$VAR'(9),'$VAR'(4),'$VAR'(9)),g('$VAR'(6),'$VAR'(1)),f('$VAR'(2)),f('$VAR'(4)),h('$VAR'(3),'$VAR'(10),'$VAR'(4)),f('$VAR'(1)),f('$VAR'(3)),f('$VAR'(7)),g('$VAR'(7),'$VAR'(5)),g('$VAR'(7),'$VAR'(9)),f('$VAR'(6)),h('$VAR'(4),'$VAR'(2),'$VAR'(8)),i('$VAR'(1),'$VAR'(5))]; [h('$VAR'(15),'$VAR'(12),'$VAR'(14)),f(R),g('$VAR'(13),T),f('$VAR'(11)),h('$VAR'(14),T,'$VAR'(13)),f(S),f(S),h('$VAR'(15),'$VAR'(14),'$VAR'(11)),h('$VAR'(16),'$VAR'(16),'$VAR'(17)),f('$VAR'(15)),h(T,R,R),f('$VAR'(16)),i('$VAR'(11),T),g(R,'$VAR'(14)),g('$VAR'(16),'$VAR'(11)),h('$VAR'(15),'$VAR'(14),'$VAR'(15)),i(R,'$VAR'(13))];16;17;3628800;1451520;
 [i('$VAR'(1),'$VAR'(8)),f('$VAR'(1)),f('$VAR'(7)),f('$VAR'(7)),f('$VAR'(8)),f('$VAR'(2)),i('$VAR'(6),'$VAR'(2)),f('$VAR'(3)),f('$VAR'(3)),h('$VAR'(5),'$VAR'(2),'$VAR'(4)),f('$VAR'(7)),i('$VAR'(10),'$VAR'(6)),f('$VAR'(5)),g('$VAR'(4),'$VAR'(8)),f('$VAR'(10))]; [g('$VAR'(12),'$VAR'(11)),i('$VAR'(14),S),f('$VAR'(16)),g('$VAR'(15),'$VAR'(14)),f('$VAR'(11)),i('$VAR'(15),'$VAR'(15)),g('$VAR'(14),S),g('$VAR'(11),'$VAR'(17)),h(T,'$VAR'(15),'$VAR'(12)),f(T),f('$VAR'(11)),g('$VAR'(16),'$VAR'(12)),h(R,'$VAR'(14),S),g('$VAR'(12),R),f('$VAR'(14)),g(S,'$VAR'(13)),g('$VAR'(17),'$VAR'(13))];15;17;3628800;1451520;
 [h('$VAR'(1),'$VAR'(10),'$VAR'(10)),f('$VAR'(6)),f('$VAR'(5)),f('$VAR'(2)),i('$VAR'(10),'$VAR'(4)),h('$VAR'(4),'$VAR'(6),'$VAR'(2)),f('$VAR'(3)),f('$VAR'(3)),f('$VAR'(2)),h('$VAR'(6),'$VAR'(5),'$VAR'(5)),g('$VAR'(3),'$VAR'(2)),i('$VAR'(2),'$VAR'(1)),h('$VAR'(10),'$VAR'(3),'$VAR'(1)),i('$VAR'(6),'$VAR'(3)),i('$VAR'(10),'$VAR'(10)),i('$VAR'(9),'$VAR'(8)),f('$VAR'(5)),h('$VAR'(3),'$VAR'(3),'$VAR'(10)),h('$VAR'(8),'$VAR'(3),'$VAR'(3))]; [f('$VAR'(12)),i(R,T),i(S,'$VAR'(17)),f('$VAR'(15)),g(S,'$VAR'(13)),f('$VAR'(13)),f('$VAR'(13)),h(R,'$VAR'(13),'$VAR'(12)),h('$VAR'(17),'$VAR'(11),'$VAR'(14)),i('$VAR'(16),'$VAR'(13)),i('$VAR'(13),'$VAR'(11)),f('$VAR'(13)),g('$VAR'(16),'$VAR'(15)),i('$VAR'(17),'$VAR'(13)),i('$VAR'(17),'$VAR'(17))];19;15;3628800;1209600;
 [f('$VAR'(7)),f('$VAR'(7)),g('$VAR'(1),'$VAR'(2)),f('$VAR'(9)),g('$VAR'(6),'$VAR'(5)),h('$VAR'(5),'$VAR'(2),'$VAR'(3)),h('$VAR'(8),'$VAR'(5),'$VAR'(7)),h('$VAR'(3),'$VAR'(6),'$VAR'(10)),h('$VAR'(8),'$VAR'(10),'$VAR'(3)),i('$VAR'(2),'$VAR'(10)),h('$VAR'(6),'$VAR'(6),'$VAR'(1)),f('$VAR'(4)),f('$VAR'(9)),g('$VAR'(5),'$VAR'(1)),f('$VAR'(10)),g('$VAR'(8),'$VAR'(10)),i('$VAR'(10),'$VAR'(9)),f('$VAR'(6)),h('$VAR'(10),'$VAR'(1),'$VAR'(9))]; [i('$VAR'(15),'$VAR'(12)),i(S,'$VAR'(14)),h('$VAR'(14),'$VAR'(17),R),i('$VAR'(12),S),i('$VAR'(15),'$VAR'(11)),g('$VAR'(17),'$VAR'(17)),i(S,T),f('$VAR'(11)),i('$VAR'(13),S),h('$VAR'(17),'$VAR'(15),'$VAR'(12)),i(S,'$VAR'(15)),f('$VAR'(11)),i(T,'$VAR'(17)),i('$VAR'(13),'$VAR'(16)),f('$VAR'(11)),f('$VAR'(15))];19;16;3628800;1209600;
 [i('$VAR'(3),'$VAR'(5)),i('$VAR'(2),'$VAR'(10)),i('$VAR'(10),'$VAR'(9)),h('$VAR'(8),'$VAR'(8),'$VAR'(3)),f('$VAR'(7)),i('$VAR'(4),'$VAR'(8)),f('$VAR'(9)),f('$VAR'(1)),f('$VAR'(7)),f('$VAR'(10)),f('$VAR'(8)),i('$VAR'(7),'$VAR'(3)),h('$VAR'(1),'$VAR'(8),'$VAR'(3)),f('$VAR'(3)),f('$VAR'(8)),h('$VAR'(7),'$VAR'(2),'$VAR'(3)),g('$VAR'(9),'$VAR'(4)),g('$VAR'(7),'$VAR'(4)),f('$VAR'(7))]; [f('$VAR'(14)),f('$VAR'(11)),f(T),i('$VAR'(17),'$VAR'(12)),g('$VAR'(13),'$VAR'(12)),f('$VAR'(15)),i('$VAR'(16),'$VAR'(13)),g('$VAR'(11),R),h('$VAR'(11),'$VAR'(16),S),f('$VAR'(16)),h('$VAR'(17),'$VAR'(16),R)];19;11;3628800;1209600;
 [i('$VAR'(5),'$VAR'(3)),i('$VAR'(1),'$VAR'(9)),g('$VAR'(8),'$VAR'(7)),g('$VAR'(2),'$VAR'(5)),i('$VAR'(6),'$VAR'(8)),f('$VAR'(7)),i('$VAR'(5),'$VAR'(2)),g('$VAR'(4),'$VAR'(8)),f('$VAR'(10)),f('$VAR'(8)),i('$VAR'(10),'$VAR'(1)),f('$VAR'(6)),h('$VAR'(8),'$VAR'(6),'$VAR'(1)),g('$VAR'(6),'$VAR'(9)),f('$VAR'(2)),g('$VAR'(4),'$VAR'(1)),i('$VAR'(5),'$VAR'(8))]; [h('$VAR'(16),'$VAR'(13),T),g('$VAR'(17),S),h('$VAR'(14),'$VAR'(15),'$VAR'(16)),g('$VAR'(13),R),h('$VAR'(15),S,'$VAR'(16)),h('$VAR'(12),'$VAR'(17),'$VAR'(12)),h(S,S,'$VAR'(16)),h(T,S,'$VAR'(11)),i(R,'$VAR'(15)),i('$VAR'(15),'$VAR'(11)),f('$VAR'(12)),h('$VAR'(16),S,R),g('$VAR'(15),'$VAR'(12)),g('$VAR'(14),'$VAR'(16)),i('$VAR'(13),'$VAR'(12)),g(T,'$VAR'(14)),i('$VAR'(12),S)];17;17;3628800;1080000;
 [f('$VAR'(2)),i('$VAR'(9),'$VAR'(3)),g('$VAR'(8),'$VAR'(8)),h('$VAR'(7),'$VAR'(3),'$VAR'(7)),h('$VAR'(8),'$VAR'(5),'$VAR'(2)),h('$VAR'(10),'$VAR'(3),'$VAR'(5)),g('$VAR'(8),'$VAR'(3)),h('$VAR'(2),'$VAR'(3),'$VAR'(7)),h('$VAR'(8),'$VAR'(2),'$VAR'(3)),i('$VAR'(7),'$VAR'(3)),i('$VAR'(2),'$VAR'(10)),h('$VAR'(2),'$VAR'(7),'$VAR'(5)),h('$VAR'(7),'$VAR'(9),'$VAR'(5)),h('$VAR'(4),'$VAR'(5),'$VAR'(9)),f('$VAR'(2)),f('$VAR'(2)),i('$VAR'(7),'$VAR'(10)),g('$VAR'(9),'$VAR'(9))]; [h('$VAR'(15),'$VAR'(11),'$VAR'(16)),i(S,'$VAR'(17)),i('$VAR'(15),'$VAR'(17)),g('$VAR'(16),'$VAR'(17)),i('$VAR'(12),R),i(R,'$VAR'(11)),i(T,'$VAR'(14)),h(R,'$VAR'(11),'$VAR'(13)),f('$VAR'(17)),h('$VAR'(14),'$VAR'(12),'$VAR'(11)),i('$VAR'(12),'$VAR'(15)),i('$VAR'(14),R),h('$VAR'(15),'$VAR'(17),'$VAR'(17)),i('$VAR'(16),'$VAR'(12))];18;14;1814400;1058400;
 [f('$VAR'(3)),i('$VAR'(9),'$VAR'(7)),g('$VAR'(8),'$VAR'(9)),h('$VAR'(2),'$VAR'(3),'$VAR'(5)),g('$VAR'(8),'$VAR'(2)),i('$VAR'(8),'$VAR'(10)),g('$VAR'(3),'$VAR'(10)),f('$VAR'(4)),g('$VAR'(6),'$VAR'(5)),g('$VAR'(5),'$VAR'(1)),i('$VAR'(7),'$VAR'(3)),g('$VAR'(3),'$VAR'(8)),f('$VAR'(10))]; [i('$VAR'(11),S),g('$VAR'(15),'$VAR'(12)),g(R,'$VAR'(12)),g(S,'$VAR'(17)),i('$VAR'(15),'$VAR'(11)),h('$VAR'(14),R,'$VAR'(16)),f('$VAR'(15)),f('$VAR'(12)),f('$VAR'(12)),g('$VAR'(11),'$VAR'(11)),h('$VAR'(15),'$VAR'(15),S),f('$VAR'(15)),i('$VAR'(11),'$VAR'(11)),h('$VAR'(13),S,R),i(S,'$VAR'(12)),g('$VAR'(17),'$VAR'(16)),f('$VAR'(16)),h('$VAR'(13),S,'$VAR'(13)),i(S,'$VAR'(16))];13;19;3628800;1036800;
 [g('$VAR'(4),'$VAR'(5)),i('$VAR'(4),'$VAR'(7)),i('$VAR'(2),'$VAR'(5)),h('$VAR'(7),'$VAR'(7),'$VAR'(3)),g('$VAR'(4),'$VAR'(3)),f('$VAR'(9)),f('$VAR'(6)),g('$VAR'(1),'$VAR'(1)),h('$VAR'(2),'$VAR'(8),'$VAR'(10)),f('$VAR'(1)),f('$VAR'(4)),h('$VAR'(3),'$VAR'(1),'$VAR'(4)),i('$VAR'(5),'$VAR'(4)),g('$VAR'(7),'$VAR'(6)),i('$VAR'(3),'$VAR'(8)),h('$VAR'(10),'$VAR'(7),'$VAR'(1)),g('$VAR'(5),'$VAR'(9)),i('$VAR'(1),'$VAR'(7))]; [f(S),i('$VAR'(13),'$VAR'(17)),f('$VAR'(11)),i(R,'$VAR'(15)),i('$VAR'(14),R),h(T,'$VAR'(17),T),f('$VAR'(17)),g(R,'$VAR'(13)),h('$VAR'(11),R,S),h('$VAR'(14),S,S),f('$VAR'(11)),g(R,'$VAR'(12)),g('$VAR'(17),'$VAR'(11)),g('$VAR'(17),'$VAR'(13)),f(R),i('$VAR'(15),'$VAR'(16)),i(S,S),i('$VAR'(11),'$VAR'(11))];18;18;3628800;1036800;
 [h('$VAR'(7),'$VAR'(5),'$VAR'(3)),f('$VAR'(5)),h('$VAR'(5),'$VAR'(4),'$VAR'(1)),f('$VAR'(9)),g('$VAR'(2),'$VAR'(9)),g('$VAR'(8),'$VAR'(3)),h('$VAR'(2),'$VAR'(6),'$VAR'(3)),g('$VAR'(10),'$VAR'(1)),f('$VAR'(9)),g('$VAR'(2),'$VAR'(10)),f('$VAR'(10)),f('$VAR'(7)),g('$VAR'(3),'$VAR'(9)),g('$VAR'(7),'$VAR'(9)),i('$VAR'(2),'$VAR'(7)),h('$VAR'(4),'$VAR'(5),'$VAR'(6)),f('$VAR'(2))]; [i('$VAR'(12),'$VAR'(17)),f('$VAR'(14)),g('$VAR'(13),'$VAR'(14)),g('$VAR'(16),'$VAR'(17)),h('$VAR'(11),R,'$VAR'(13)),h('$VAR'(13),R,R),g('$VAR'(14),'$VAR'(12)),h('$VAR'(11),'$VAR'(14),'$VAR'(16)),h('$VAR'(16),'$VAR'(17),'$VAR'(14)),h('$VAR'(11),'$VAR'(15),'$VAR'(11)),g('$VAR'(11),'$VAR'(13)),i('$VAR'(13),R),g(S,'$VAR'(11)),h(R,'$VAR'(16),S),f('$VAR'(14)),h('$VAR'(15),'$VAR'(15),'$VAR'(11)),h('$VAR'(12),'$VAR'(16),'$VAR'(12))];17;17;1814400;1036800;
 [g('$VAR'(5),'$VAR'(4)),g('$VAR'(3),'$VAR'(6)),i('$VAR'(1),'$VAR'(2)),h('$VAR'(9),'$VAR'(2),'$VAR'(5)),f('$VAR'(6)),h('$VAR'(9),'$VAR'(7),'$VAR'(1)),h('$VAR'(8),'$VAR'(4),'$VAR'(2)),g('$VAR'(7),'$VAR'(4)),h('$VAR'(4),'$VAR'(9),'$VAR'(9)),i('$VAR'(9),'$VAR'(5)),h('$VAR'(7),'$VAR'(6),'$VAR'(3)),g('$VAR'(8),'$VAR'(5)),i('$VAR'(2),'$VAR'(6)),h('$VAR'(7),'$VAR'(5),'$VAR'(8)),h('$VAR'(2),'$VAR'(1),'$VAR'(4)),i('$VAR'(5),'$VAR'(1)),f('$VAR'(7)),h('$VAR'(2),'$VAR'(1),'$VAR'(1)),f('$VAR'(3))]; [h(R,'$VAR'(17),'$VAR'(13)),g('$VAR'(13),'$VAR'(11)),i('$VAR'(14),'$VAR'(17)),f('$VAR'(17)),g('$VAR'(13),R),h('$VAR'(17),'$VAR'(16),'$VAR'(15)),h('$VAR'(17),'$VAR'(17),'$VAR'(14)),g('$VAR'(17),'$VAR'(17)),g('$VAR'(16),'$VAR'(13)),f('$VAR'(11)),f('$VAR'(11)),h('$VAR'(17),'$VAR'(17),'$VAR'(11)),h('$VAR'(12),'$VAR'(17),'$VAR'(17)),f(R),f('$VAR'(17)),i('$VAR'(16),'$VAR'(12))];19;16;362880;1036800;
 [f('$VAR'(10)),g('$VAR'(2),'$VAR'(7)),h('$VAR'(6),'$VAR'(5),'$VAR'(8)),g('$VAR'(2),'$VAR'(5)),i('$VAR'(10),'$VAR'(2)),h('$VAR'(6),'$VAR'(1),'$VAR'(8)),f('$VAR'(3)),h('$VAR'(2),'$VAR'(4),'$VAR'(8)),g('$VAR'(3),'$VAR'(5)),h('$VAR'(3),'$VAR'(4),'$VAR'(5)),h('$VAR'(8),'$VAR'(6),'$VAR'(2)),f('$VAR'(4))]; [f('$VAR'(12)),g(T,T),h('$VAR'(11),'$VAR'(16),'$VAR'(15)),g(S,'$VAR'(16)),i('$VAR'(16),'$VAR'(11)),g('$VAR'(17),'$VAR'(12)),i('$VAR'(16),'$VAR'(11)),g('$VAR'(14),'$VAR'(13)),h('$VAR'(15),'$VAR'(15),'$VAR'(12)),h('$VAR'(14),'$VAR'(13),'$VAR'(17)),h('$VAR'(15),'$VAR'(15),'$VAR'(11)),i('$VAR'(12),R),h('$VAR'(12),S,T),g(R,'$VAR'(14)),g('$VAR'(11),'$VAR'(17)),h('$VAR'(17),T,S),h('$VAR'(15),T,'$VAR'(12)),g('$VAR'(15),'$VAR'(14)),h(T,'$VAR'(16),'$VAR'(17))];12;19;3628800;777600;
